Amount Pending,State,Tenure,Interest Rate,City,Bounce String,Disbursed Amount,Loan Number
564,Kerala,11,6.91,Palakkad,SSS,5995,4CA9S
751,Kerala,7,21.92,MALAPPURAM,SSS,4893,UM4A0
751,Kerala,7,21.92,MALAPPURAM,SSS,4893,JHKXY
1779,Kerala,10,5.75,KASARGOD,SSS,17330,3LCW7
1585,Kerala,10,6.47,Kannur,SBS,15390,B1XAT
2915,Kerala,10,3.94,Wayanad,SBB,28630,39XVF
901,Kerala,7,18.1,MALAPPURAM,SSS,5943,TDJR1
1072,Kerala,10,4.76,Wayanad,SSS,10490,WQ9AZ
1290,Kerala,10,5.34,Thrissur,SSS,12590,2LCZX
751,Kerala,7,21.92,Alappuzha,SSS,4893,LKIVY
751,Kerala,7,21.92,IDUKKI,SSS,4893,FPNP5
751,Kerala,7,21.92,Kottayam,SSS,4893,YXICA
1560,Kerala,10,4.4,Kozhikode,SSS,15290,T6NP4
901,Kerala,7,18.1,Ernakulam,SSS,5943,27KMO
1695,Kerala,10,6.04,Palakkad,SSS,16490,SVEFU
901,Kerala,7,18.1,MALAPPURAM,SSS,5943,MGOC5
901,Kerala,7,18.1,Thiruvananthapuram,SSS,5943,X8Y59
881,Kerala,10,4.78,Ernakulam,BBS,8620,4DGU1
1470,Kerala,10,4.06,Thiruvananthapuram,SSS,14430,RTPBE
1999,Kerala,10,5.11,Kollam,SBS,19530,1JIEN
996,Kerala,10,4.22,Thrissur,SSS,9770,RN198
751,Kerala,7,21.92,Kozhikode,SSS,4893,WQB6F
751,Kerala,7,21.92,Kannur,SSS,4893,CXDZ8
564,Kerala,11,6.91,Kottayam,SSS,5995,D15Y2
1050,Kerala,11,6.23,IDUKKI,SSS,11198,64DQK
751,Kerala,7,21.92,Ernakulam,SSS,4893,QUA8H
791,Kerala,11,4.89,Palakkad,SSS,8492,9E5VX
751,Kerala,7,21.92,MALAPPURAM,SSS,4893,NO1VA
751,Kerala,7,21.92,Wayanad,SSS,4893,WB6YT
1082,Kerala,10,4.09,IDUKKI,SSS,10620,8WEXY
1199,Kerala,11,5.44,Alappuzha,SSS,12837,7BHJI
1662,Kerala,11,4.9,Kollam,SSS,17842,VTVFT
1915,Kerala,10,5.33,Palakkad,BBB,18690,CRLLY
901,Kerala,7,18.1,Thiruvananthapuram,SBS,5943,A9TAU
1082,Kerala,10,4.09,Pathanamthitta,SSS,10620,6WN86
751,Kerala,7,21.92,Kollam,SSS,4893,E5V3F
751,Kerala,7,21.92,Kannur,SSS,4893,HX3VS
655,Kerala,11,5.93,Alappuzha,SSS,6996,OFKMG
615,Kerala,10,5.79,Kozhikode,SSS,5990,YBTDC
2771,Kerala,10,4.15,Thiruvananthapuram,SSS,27190,KPYCI
2010,Kerala,14,4.96,Kottayam,SSS,27286,7DE68
1585,Kerala,10,6.47,MALAPPURAM,SSS,15390,7CAH4
751,Kerala,7,21.92,MALAPPURAM,SSS,4893,O9GJH
751,Kerala,7,21.92,IDUKKI,SSS,4893,3PH0L
851,Kerala,7,19.22,Kozhikode,SSS,5593,W2SM1
851,Kerala,7,19.22,Kozhikode,SSS,5593,S4H4J
751,Kerala,7,21.92,MALAPPURAM,SSS,4893,C3M1K
1146,Kerala,10,5.23,Kannur,SSS,11190,ZIDXQ
1108,Kerala,11,4.96,Ernakulam,BBS,11891,439OC
917,Kerala,11,6.02,MALAPPURAM,SSS,9790,NIS0L
751,Kerala,7,21.92,Kannur,SSS,4893,WT57U
835,Kerala,7,19.61,Thiruvananthapuram,SSS,5481,AOEGE
2089,Kerala,10,5.31,Alappuzha,SSS,20390,B0O76
709,Kerala,11,5.47,KASARGOD,SSS,7590,VG8NM
751,Kerala,7,21.92,IDUKKI,SSS,4893,4MV7P
651,Kerala,7,25.51,Thiruvananthapuram,SSS,4193,W24UG
1503,Kerala,11,4.88,Kollam,SSS,16137,E4X5H
896,Kerala,11,5.46,Alappuzha,SSS,9592,VHAYC
865,Kerala,10,4.09,Kozhikode,SSS,8490,THGH0
901,Kerala,7,18.1,Kottayam,SSS,5943,N9DC5
801,Kerala,7,20.48,Kollam,SSS,5243,CNJJM
651,Kerala,7,25.51,Kottayam,SSS,4193,04NAZ
835,Kerala,7,19.61,Kollam,SSS,5481,LYOSB
751,Kerala,7,21.92,Wayanad,SSS,4893,PUS0S
1933,Kerala,10,5.75,Kollam,SSS,18830,JRONW
1805,Kerala,10,5.67,Pathanamthitta,SSS,17590,ZXP1F
1889,Kerala,10,5.41,Kollam,SSS,18430,UBMLH
983,Kerala,11,6.03,Thiruvananthapuram,SSS,10494,L21JG
2150,Kerala,14,4.63,IDUKKI,SSS,29246,WOREZ
1585,Kerala,10,6.47,IDUKKI,SSS,15390,2221O
751,Kerala,7,21.92,MALAPPURAM,SSS,4893,RSPWM
1915,Kerala,10,5.33,Palakkad,SSS,18690,3NLM4
1426,Kerala,11,5.14,Thiruvananthapuram,SSS,15290,MQEUH
910,Kerala,11,4.92,Alappuzha,SSS,9768,TDA76
847,Kerala,11,7.02,Kozhikode,SSS,8998,BB0VZ
951,Kerala,7,17.11,Kozhikode,SSS,6293,LRMXT
815,Kerala,10,4.35,Thiruvananthapuram,SSS,7990,9WZO7
851,Kerala,7,19.22,IDUKKI,SSS,5593,XV4N8
1365,Kerala,10,7.54,Kozhikode,SSS,13190,HXZMR
751,Kerala,7,21.92,Kollam,SSS,4893,V22Y3
912,Kerala,11,4.91,Kollam,SSS,9790,K8DQT
700,Kerala,11,5.54,Kannur,SSS,7491,FINQ5
865,Kerala,10,4.09,Pathanamthitta,SSS,8490,EAJGT
751,Kerala,7,21.92,MALAPPURAM,SSS,4893,IU7UD
751,Kerala,7,21.92,Thiruvananthapuram,SSS,4893,YHXSB
2209,Kerala,10,5.02,IDUKKI,SBS,21590,NIL1U
751,Kerala,7,21.92,Kottayam,SSS,4893,SPXE9
3328,Kerala,11,5.83,Alappuzha,SSS,35563,JUI0Y
801,Kerala,7,20.48,Pathanamthitta,SSS,5243,OQ793
835,Kerala,7,19.61,Kollam,SSS,5481,9MEB3
806,Kerala,11,5.57,Ernakulam,SSS,8624,UNLP7
1050,Kerala,11,6.23,Ernakulam,BBB,11198,DAXDH
1585,Kerala,10,6.47,MALAPPURAM,SSS,15390,R6UB4
801,Kerala,7,20.48,Ernakulam,SSS,5243,8NU00
791,Kerala,11,4.89,IDUKKI,SSS,8492,TZ79Q
1268,Kerala,11,5.14,MALAPPURAM,SSS,13596,KA3WJ
851,Kerala,7,19.22,Alappuzha,SSS,5593,NRBYS
751,Kerala,7,21.92,Palakkad,SSS,4893,1F8K8
751,Kerala,7,21.92,Thiruvananthapuram,SSS,4893,TSH4G
715,Kerala,10,4.96,IDUKKI,SSS,6990,9YI13
2750,Kerala,14,3.61,IDUKKI,SSS,37646,NMYHW
1654,Kerala,11,4.42,Palakkad,SSS,17798,DB5SF
751,Kerala,7,21.92,Pathanamthitta,SSS,4893,B2NIZ
895,Kerala,11,5.24,Alappuzha,SSS,9592,TE9S6
1517,Kerala,10,4.97,Kollam,SSS,14830,T7BA8
753,Kerala,11,5.97,IDUKKI,SSS,8041,WEGX3
835,Kerala,7,19.61,Kozhikode,SSS,5481,0XZWY
2428,Kerala,14,4.09,Ernakulam,SSS,33138,TYO4W
972,Kerala,11,5.67,IDUKKI,SSS,10395,3KP7V
943,Kerala,10,4.7,Ernakulam,SSS,9230,RE8US
1999,Kerala,10,5.11,Kollam,SSS,19530,XEMLA
791,Kerala,11,4.89,Kozhikode,SSS,8492,51TW7
1426,Kerala,11,5.14,MALAPPURAM,SSS,15290,DVRVH
1188,Kerala,11,4.97,Alappuzha,SBB,12749,M7RG5
951,Kerala,11,5.14,Thiruvananthapuram,SSS,10197,UKKNJ
2250,Kerala,10,4.93,Ernakulam,SSB,22000,H0GRI
3571,Kerala,11,5.43,IDUKKI,BBS,38236,3EE0K
943,Kerala,10,4.7,Kottayam,SSS,9230,KUZCS
1572,Kerala,11,4.66,KASARGOD,SBS,16896,T7PYC
1553,Kerala,10,4.85,Thiruvananthapuram,SSS,15190,WXCO9
1086,Kerala,11,6.02,IDUKKI,SSS,11594,JVK6V
787,Kerala,11,6.24,Ernakulam,SSS,8393,J52J0
2025,Kerala,10,5.04,Pathanamthitta,SBS,19790,TCHRW
754,Kerala,11,5.13,KASARGOD,SSS,8085,XQGQD
1129,Kerala,11,5.23,Thiruvananthapuram,SSS,12100,3HZVJ
845,Kerala,11,4.57,KASARGOD,SSS,9086,02WGB
2089,Kerala,10,5.31,Kozhikode,SSS,20390,OD5WS
1304,Kerala,10,5.28,MALAPPURAM,SBS,12730,A8VEU
954,Kerala,11,6.88,IDUKKI,SSS,10142,RWIN7
1695,Kerala,10,6.04,Ernakulam,SSS,16490,FVFT8
2610,Kerala,14,3.8,Kozhikode,SSS,35686,8A58J
845,Kerala,11,4.57,Thiruvananthapuram,SSS,9086,8W4KO
1041,Kerala,10,5.77,Ernakulam,SSS,10140,4FOQB
709,Kerala,11,5.47,Ernakulam,SSS,7590,ZW325
1041,Kerala,10,5.77,Thiruvananthapuram,SSS,10140,O1B2A
1915,Kerala,10,5.33,Thiruvananthapuram,SSS,18690,H30M0
1275,Kerala,10,4.69,Thiruvananthapuram,SSB,12480,9LN4U
2767,Kerala,11,7.04,Thiruvananthapuram,BBS,29392,T830D
700,Kerala,11,5.54,MALAPPURAM,SSS,7491,3FRLO
873,Kerala,11,5.61,Thiruvananthapuram,SSS,9339,0CXKC
1390,Kerala,10,4.95,Kottayam,SSS,13590,K6T96
951,Kerala,11,5.14,Kozhikode,SSS,10197,2IW29
819,Kerala,11,5.99,MALAPPURAM,SSS,8745,FT7AG
1910,Kerala,14,4.01,Ernakulam,SSS,26082,TCFV9
1807,Kerala,14,4.24,Ernakulam,SSS,24640,IXB8C
2595,Kerala,10,4.44,Thiruvananthapuram,SSB,25430,L8PV4
903,Kerala,11,5.42,Thiruvananthapuram,SSS,9669,32EFT
791,Kerala,11,4.89,Alappuzha,SSS,8492,1ENJT
1907,Kerala,14,4.97,Kozhikode,SSS,25886,66270
791,Kerala,11,4.89,Kottayam,SSS,8492,VKDG1
2109,Kerala,10,4.84,Kollam,SSS,20630,5VL7I
932,Kerala,10,5.48,Thiruvananthapuram,SSS,9090,PXIQS
1654,Kerala,11,4.92,Palakkad,SSS,17754,4SI60
819,Kerala,11,5.99,MALAPPURAM,SSS,8745,61XY4
1475,Kerala,10,4.66,Kozhikode,SSS,14440,DREXJ
943,Kerala,10,4.7,Kottayam,SSS,9230,DROE2
1349,Kerala,11,5.44,Palakkad,SSS,14443,SMR5S
2755,Kerala,10,4.18,Wayanad,SSS,27030,45TNS
1349,Kerala,11,5.44,Thiruvananthapuram,SSS,14443,DJOG4
746,Kerala,11,5.19,IDUKKI,SSS,7997,6PJUH
2771,Kerala,10,4.15,Pathanamthitta,SSS,27190,POT4D
791,Kerala,11,4.89,Palakkad,SSS,8492,SO0JR
791,Kerala,11,4.89,Kozhikode,SSS,8492,SOUIZ
808,Kerala,11,9.21,IDUKKI,SSS,8492,R7QPJ
1060,Kerala,10,4.39,Kottayam,SSS,10390,BBFAK
865,Kerala,10,4.09,IDUKKI,SSS,8490,6G5D6
1331,Kerala,10,4.49,Thiruvananthapuram,SSS,13040,FKC2D
709,Kerala,11,5.47,Thiruvananthapuram,SSS,7590,CEAV7
1152,Kerala,11,5.67,Kannur,SSS,12320,CU7FW
791,Kerala,11,4.89,MALAPPURAM,SSS,8492,GW6E2
1475,Kerala,10,4.66,Kottayam,SSS,14440,73A13
924,Kerala,10,3.83,Kollam,SSS,9080,JO4CZ
746,Kerala,11,5.19,IDUKKI,SSS,7997,E1Y3W
1119,Kerala,11,5.28,Ernakulam,SSS,11990,SAD1Q
753,Kerala,11,5.97,Kottayam,SSS,8041,NRMC9
1573,Kerala,10,7.1,Kottayam,SSS,15230,HNBRS
700,Kerala,11,5.54,Thrissur,SSS,7491,YT0E3
938,Kerala,10,4.49,Alappuzha,SSS,9190,KC4C9
3340,Kerala,11,5.81,Kottayam,SSS,35695,NCWED
655,Kerala,11,5.93,Palakkad,SSS,6996,VA55N
837,Kerala,11,4.62,Kollam,SSS,8998,KJJMK
791,Kerala,11,4.89,Alappuzha,SSS,8492,3M8OE
983,Kerala,11,6.03,MALAPPURAM,SSS,10494,6FW42
1331,Kerala,10,4.49,Wayanad,SSS,13040,QQ3L8
1426,Kerala,11,5.14,Thiruvananthapuram,SSS,15290,37N2E
564,Kerala,11,6.91,Thiruvananthapuram,SSS,5995,LMKOV
1807,Kerala,14,4.24,IDUKKI,SSS,24640,SUJWI
2014,Kerala,14,3.8,IDUKKI,BS,27538,FJA4U
2568,Kerala,14,3.87,MALAPPURAM,SS,35098,J77JW
1220,Kerala,10,5.65,IDUKKI,SB,11890,BPHVC
1474,Kerala,10,4.66,Thiruvananthapuram,SS,14430,JYXOA
791,Kerala,11,4.89,IDUKKI,SS,8492,L0I17
2991,Kerala,10,3.84,KASARGOD,SS,29390,MA61R
1932,Kerala,14,4.22,Wayanad,SS,26348,OX8EP
2755,Kerala,10,4.18,Ernakulam,SS,27030,1SP54
654,Kerala,11,11.47,Kozhikode,SS,6798,VMO2L
1475,Kerala,10,4.66,IDUKKI,SS,14440,FMMP2
1152,Kerala,11,5.67,Thiruvananthapuram,SS,12320,E40C6
1031,Kerala,11,5.34,Wayanad,BS,11044,DVUCB
1363,Kerala,10,5.54,KASARGOD,SS,13290,Q68LF
2042,Kerala,14,3.99,KASARGOD,SS,27888,LTXW2
746,Kerala,11,5.19,IDUKKI,SS,7997,MR0Z7
791,Kerala,11,4.89,Thiruvananthapuram,SS,8492,ZGGH2
1489,Kerala,10,7.51,Kozhikode,SS,14390,EMUGN
791,Kerala,11,4.89,Kollam,SS,8492,O2SDK
819,Kerala,11,5.99,Kannur,SS,8745,4H6RW
2089,Kerala,10,5.31,MALAPPURAM,SB,20390,LTBWS
1130,Kerala,11,4.68,MALAPPURAM,SS,12144,P64RV
791,Kerala,11,4.89,Thiruvananthapuram,SS,8492,ELRTA
3340,Kerala,11,5.81,Wayanad,SS,35695,QDRZ1
1644,Kerala,10,4.17,Ernakulam,SS,16130,MXDJQ
2991,Kerala,10,3.84,Thiruvananthapuram,SS,29390,J77CH
1220,Kerala,10,5.65,Ernakulam,BB,11890,OW6MT
2915,Kerala,10,3.94,Ernakulam,SS,28630,TYF8I
1152,Kerala,11,5.67,Kottayam,SS,12320,TWAPH
739,Kerala,11,5.24,KASARGOD,SS,7920,6I8MH
791,Kerala,11,4.89,Palakkad,BB,8492,OWQMJ
1152,Kerala,11,5.67,Kannur,SS,12320,C0H9M
1620,Kerala,11,4.64,MALAPPURAM,SS,17413,NULN4
1152,Kerala,11,5.67,Pathanamthitta,BS,12320,HRJUF
1426,Kerala,11,5.14,Kannur,SB,15290,4Z4N3
1966,Kerala,11,5.92,Ernakulam,BB,20999,1IQCS
1069,Kerala,11,4.95,Kottayam,SS,11473,0V3FZ
2915,Kerala,10,3.94,Kannur,SS,28630,KP1RR
1177,Kerala,11,6.43,Palakkad,SS,12540,TF1M8
1117,Kerala,11,6.6,Alappuzha,SS,11891,ZYGEM
746,Kerala,11,5.19,Kannur,SS,7997,4QX91
1543,Kerala,11,4.88,Alappuzha,SS,16566,MZ4CQ
1689,Kerala,11,4.45,KASARGOD,SS,18172,JYSUR
1729,Kerala,10,6.45,Thrissur,SS,16790,CTOBI
837,Kerala,11,4.62,Palakkad,SS,8998,BGYUR
1229,Kerala,11,5.31,Pathanamthitta,SS,13167,G5DLW
954,Kerala,11,6.88,Thiruvananthapuram,SS,10142,P8KP2
806,Kerala,11,5.57,Alappuzha,SS,8624,V9PSB
845,Kerala,11,4.57,Thrissur,SS,9086,8ROQX
1632,Kerala,11,4.61,Ernakulam,SS,17545,ULKPN
1270,Kerala,10,4.71,KASARGOD,SS,12430,4GGOF
807,Kerala,11,5.56,Kottayam,SS,8635,DO8QA
791,Kerala,11,4.89,Kollam,SS,8492,FT1JW
2138,Kerala,11,4.95,Ernakulam,SS,22946,KIYCH
1620,Kerala,11,4.64,Palakkad,SS,17413,UU1W5
1924,Kerala,14,4.24,MALAPPURAM,SS,26236,BCDQM
1805,Kerala,10,5.67,Kottayam,SS,17590,MFETQ
709,Kerala,11,5.47,Kottayam,SS,7590,6KZDJ
1756,Kerala,11,4.99,Ernakulam,SS,18843,H0JR4
1354,Kerala,11,5.58,Alappuzha,SS,14487,FEOLX
791,Kerala,11,4.89,MALAPPURAM,SS,8492,G4FHP
1455,Kerala,11,5.18,Alappuzha,SS,15598,ASIJH
845,Kerala,11,4.57,Palakkad,SS,9086,3N6QP
932,Kerala,10,5.48,IDUKKI,SS,9090,F5YZ6
1086,Kerala,11,6.02,IDUKKI,SS,11594,4DI96
1508,Kerala,11,5.41,KASARGOD,SS,16148,FOM77
2130,Kerala,10,5.21,Thiruvananthapuram,SS,20800,X2JZE
1188,Kerala,11,4.97,Kollam,BB,12749,RO8O9
989,Kerala,11,4.94,Kozhikode,SS,10615,065VV
1110,Kerala,11,5.33,Palakkad,SS,11891,KL9FZ
2042,Kerala,14,3.99,Kannur,SS,27888,EB5U8
2337,Kerala,14,4.26,KASARGOD,SS,31864,4J33L
1689,Kerala,11,4.45,IDUKKI,SS,18172,24G3N
1620,Kerala,11,4.64,Thiruvananthapuram,SS,17413,ZZHAS
1689,Kerala,11,4.45,Kozhikode,SS,18172,LTIBW
1349,Kerala,11,5.44,Kozhikode,SS,14443,BY1VV
2337,Kerala,14,4.26,Thiruvananthapuram,SS,31864,TQIZR
1349,Kerala,11,5.44,MALAPPURAM,SS,14443,A9NP3
1732,Kerala,10,4.35,KASARGOD,SS,16980,I894L
837,Kerala,11,4.62,Wayanad,SS,8998,5GHY4
1475,Kerala,10,4.66,Ernakulam,SS,14440,RFRYK
1532,Kerala,11,4.92,Ernakulam,SS,16445,J6YIM
1390,Kerala,10,4.95,Palakkad,SS,13590,0QYY2
2931,Kerala,10,3.92,KASARGOD,SS,28790,I4MQQ
1841,Kerala,14,4.43,Palakkad,BB,25074,6Q8CZ
1277,Kerala,11,5.92,Ernakulam,SS,13640,H3DUI
2519,Kerala,14,3.94,KASARGOD,SS,34412,7R5PS
1349,Kerala,11,5.44,Alappuzha,SS,14443,7G877
791,Kerala,11,4.89,Ernakulam,SS,8492,JXYLQ
954,Kerala,11,6.88,IDUKKI,SS,10142,6KFN4
1277,Kerala,11,5.92,IDUKKI,SS,13640,PS9MZ
709,Kerala,11,5.47,KASARGOD,SS,7590,V5KSP
1443,Kerala,11,5.23,Thiruvananthapuram,SB,15466,50RM1
791,Kerala,11,4.89,Ernakulam,SS,8492,CKQL9
1220,Kerala,10,5.65,MALAPPURAM,BS,11890,97R91
1630,Kerala,14,5.02,KASARGOD,SS,22120,H15WE
746,Kerala,11,5.19,Thiruvananthapuram,SS,7997,4TIG5
862,Kerala,11,6.17,Kottayam,SS,9196,J6ZM7
862,Kerala,11,6.17,IDUKKI,SS,9196,T7OCB
1679,Kerala,11,5.22,Ernakulam,SS,17996,W1MMY
787,Kerala,11,6.24,Ernakulam,SS,8393,KUB70
655,Kerala,11,5.93,Thiruvananthapuram,SS,6996,NEDJF
1618,Kerala,14,4.75,IDUKKI,SS,21994,YR5JX
1543,Kerala,11,4.88,Pathanamthitta,SS,16566,HW529
856,Kerala,11,6.95,Kozhikode,SS,9097,P2GWJ
810,Kerala,11,6.57,Thiruvananthapuram,SS,8624,WZCZ3
974,Kerala,11,6.09,Thiruvananthapuram,SS,10395,9N7KL
1620,Kerala,11,4.64,Thrissur,SB,17413,CUJHG
1679,Kerala,11,5.22,MALAPPURAM,SS,17996,Z7NDW
989,Kerala,11,4.94,Thrissur,SS,10615,I0MBW
1277,Kerala,11,5.92,Kannur,SS,13640,N88CR
791,Kerala,11,4.89,Ernakulam,SS,8492,8DATN
1819,Kerala,14,4.21,Wayanad,SS,24808,XXDIB
1729,Kerala,10,6.45,Kozhikode,SS,16790,9W1MA
1349,Kerala,11,5.44,IDUKKI,SS,14443,SL9G1
700,Kerala,11,5.54,Thiruvananthapuram,SS,7491,JQP23
1349,Kerala,11,5.44,IDUKKI,SS,14443,EQT96
954,Kerala,11,6.88,Kollam,SS,10142,W604P
834,Kerala,11,6.38,Thiruvananthapuram,SS,8888,PTWXB
819,Kerala,11,5.99,Pathanamthitta,SS,8745,G0B3X
672,Kerala,8,31.54,Kottayam,SS,4792,PO0ND
1551,Kerala,11,5.66,MALAPPURAM,SS,16588,2C1DM
1277,Kerala,11,5.92,Kannur,SS,13640,SRG93
2089,Kerala,10,5.31,Thrissur,SS,20390,UIJ4H
1349,Kerala,11,5.44,IDUKKI,SS,14443,F7181
2451,Kerala,10,4.7,Wayanad,SS,23990,6DXFQ
1349,Kerala,11,5.44,MALAPPURAM,SS,14443,9RLZA
873,Kerala,11,5.61,KASARGOD,SS,9339,HWL9L
709,Kerala,11,5.47,KASARGOD,SS,7590,8CFA7
956,Kerala,8,20.35,Wayanad,SS,7096,31Y69
856,Kerala,11,6.95,KASARGOD,SS,9097,3B4B1
2337,Kerala,14,4.26,Kannur,SS,31864,J63U1
735,Kerala,11,7.26,Thiruvananthapuram,SS,7799,YYA0E
1959,Kerala,14,5.1,KASARGOD,SS,26572,6QJVC
655,Kerala,11,5.93,Kannur,SS,6996,SJOXE
858,Kerala,11,5.23,Ernakulam,SS,9196,DJE62
1194,Kerala,11,6.16,KASARGOD,SS,12738,09D7K
1969,Kerala,10,5.65,IDUKKI,SS,19190,41A5B
856,Kerala,11,6.95,Kozhikode,SS,9097,8W0U6
954,Kerala,11,6.88,Pathanamthitta,SS,10142,QHN6C
746,Kerala,11,5.19,IDUKKI,SS,7997,3DDQ4
845,Kerala,11,4.57,KASARGOD,SS,9086,8KKB6
862,Kerala,11,6.17,Thiruvananthapuram,SS,9196,UOBZF
1157,Kerala,11,5.29,Ernakulam,SS,12397,5DECK
1365,Kerala,10,7.54,Kannur,SS,13190,PZ6SE
954,Kerala,11,6.88,IDUKKI,SB,10142,UZ7Y7
876,Kerala,11,5.59,Kottayam,SS,9372,BIGCV
1227,Kerala,11,4.98,MALAPPURAM,SS,13167,432A4
1259,Kerala,10,4.75,Kollam,SS,12320,DO4E6
753,Kerala,11,5.97,Kozhikode,SS,8041,CVAQJ
757,Kerala,11,7.04,Ernakulam,SS,8041,87BEB
1969,Kerala,10,5.65,Kollam,BS,19190,UN7X9
856,Kerala,11,6.95,Thiruvananthapuram,SS,9097,YL0LW
1471,Kerala,14,5.57,Thiruvananthapuram,SS,19894,TIVYL
3149,Kerala,11,6.17,IDUKKI,SS,33594,Q6GQN
655,Kerala,11,5.93,Thiruvananthapuram,SS,6996,YXD4C
856,Kerala,11,6.95,Kozhikode,SS,9097,MDD0U
2337,Kerala,14,4.26,MALAPPURAM,SS,31864,A5QG3
738,Kerala,11,8.09,Kozhikode,SS,7799,LX67E
2052,Kerala,10,5.63,Kozhikode,SS,20000,J2DMW
738,Kerala,11,8.09,Kozhikode,SS,7799,LETOD
791,Kerala,11,4.89,Pathanamthitta,SS,8492,9W4KQ
1307,Kerala,10,4.75,Ernakulam,SS,12790,2EP8W
2238,Kerala,11,5.19,IDUKKI,S,23991,SQ0UT
1620,Kerala,11,4.64,KASARGOD,S,17413,HG1OO
2052,Kerala,10,5.63,Wayanad,B,20000,DZ9GN
996,Kerala,11,5.95,Alappuzha,S,10637,8OEKK
1543,Kerala,11,4.88,Alappuzha,S,16566,SP7VF
1998,Kerala,14,4.08,IDUKKI,B,27272,U0RNJ
1455,Kerala,11,5.18,Thiruvananthapuram,S,15598,RESVG
915,Kerala,11,6.49,Thiruvananthapuram,S,9746,1P9AO
1858,Kerala,11,4.71,Kozhikode,S,19965,WNL35
1679,Kerala,11,5.22,Kozhikode,S,17996,61P5M
1220,Kerala,10,5.65,IDUKKI,S,11890,6WG48
914,Kerala,11,5.81,Kottayam,S,9768,11NO1
1679,Kerala,11,5.22,Kottayam,S,17996,AV5HK
1543,Kerala,11,4.88,MALAPPURAM,S,16566,R9CIW
6166,Kerala,17,6.35,Kottayam,S,99994,XBOR9
3574,Kerala,17,11.23,KASARGOD,S,55930,J9H6A
2291,Kerala,10,5.04,Kozhikode,S,22390,4S514
933,Kerala,11,6.36,KASARGOD,S,9944,ZPI1Q
2771,Kerala,10,4.15,Ernakulam,S,27190,GDPGY
2471,Kerala,14,4.02,Ernakulam,S,33740,0AFUN
3340,Kerala,11,5.81,Thrissur,S,35695,0WGA0
2435,Kerala,10,4.73,KASARGOD,S,23830,V5XP9
2831,Kerala,10,4.06,KASARGOD,S,27790,CGRBA
1277,Kerala,11,5.92,Kozhikode,S,13640,O3CY4
1347,Kerala,11,6.54,Kozhikode,S,14344,QDS7Q
2173,Kerala,10,5.11,KASARGOD,B,21230,IJS8D
989,Kerala,11,4.94,MALAPPURAM,B,10615,J1GOR
3340,Kerala,11,5.81,Ernakulam,S,35695,I7XW0
787,Kerala,11,6.24,Kozhikode,B,8393,FAJVA
1272,Kerala,11,5.78,Thiruvananthapuram,S,13596,IE2VX
1455,Kerala,11,5.18,Alappuzha,S,15598,THAMB
6166,Kerala,17,6.35,MALAPPURAM,S,99994,CFTUS
1632,Kerala,11,4.61,Ernakulam,S,17545,EVCC8
2519,Kerala,14,3.94,Kozhikode,S,34412,K2NTN
914,Kerala,11,5.81,Kottayam,B,9768,MSDUY
3340,Kerala,11,5.81,Ernakulam,S,35695,03YVN
954,Kerala,11,6.88,MALAPPURAM,S,10142,W6EVA
1277,Kerala,11,5.92,IDUKKI,S,13640,1U1AH
862,Kerala,11,6.17,Alappuzha,S,9196,S2OVT
1092,Kerala,11,5.42,Kannur,S,11693,F2N4Z
1475,Kerala,10,4.66,MALAPPURAM,S,14440,L3NRV
1354,Kerala,11,5.58,KASARGOD,S,14487,5VVVT
1858,Kerala,11,4.71,Ernakulam,S,19965,FJKV1
810,Kerala,11,6.57,KASARGOD,S,8624,H3LOD
1458,Kerala,10,5.18,IDUKKI,S,14240,2QSVX
1475,Kerala,10,4.66,MALAPPURAM,B,14440,LWCZO
1689,Kerala,11,4.45,Kozhikode,S,18172,TMHYM
2519,Kerala,14,3.94,Kozhikode,S,34412,JG9XJ
1109,Kerala,10,5,Kollam,S,10840,0LEQN
1601,Kerala,11,4.7,Palakkad,S,17204,2XIPW
845,Kerala,11,4.57,KASARGOD,S,9086,AWFB0
1421,Kerala,14,5.42,Palakkad,S,19236,XI6S8
974,Kerala,11,6.09,Kottayam,S,10395,4QILM
1620,Kerala,11,4.64,Thiruvananthapuram,S,17413,VAT6R
2511,Kerala,10,4.59,KASARGOD,S,24590,GAM4J
914,Kerala,11,5.81,MALAPPURAM,S,9768,DGOYW
709,Kerala,11,5.47,Kottayam,B,7590,928BH
1553,Kerala,10,4.85,Kollam,S,15190,WN9GI
1227,Kerala,11,4.98,MALAPPURAM,S,13167,9DSJ0
1620,Kerala,11,4.64,Wayanad,S,17413,QNO27
1043,Kerala,11,4.68,KASARGOD,S,11209,JSO0R
1543,Kerala,11,4.88,Kollam,S,16566,GFUI2
1474,Kerala,10,4.66,Ernakulam,S,14430,T7CXX
914,Kerala,11,5.81,MALAPPURAM,S,9768,HCE4A
1423,Kerala,11,5.3,Kottayam,S,15246,99H38
1577,Kerala,11,5.56,Kannur,S,16874,27B3Q
810,Kerala,11,6.57,Kannur,S,8624,NOQ15
2575,Kerala,11,4.5,KASARGOD,S,27698,9NVVT
1543,Kerala,11,4.88,MALAPPURAM,S,16566,KJGAA
6565,Kerala,17,5.95,MALAPPURAM,S,106777,KLG4S
954,Kerala,11,6.88,Kozhikode,S,10142,SW15A
1620,Kerala,11,4.64,Ernakulam,S,17413,IP0FU
